,BU,Machine_Type,Serial_number,Unused_machines_J1,Unused_machines_UNP,Unused_machines_PL,OEE,OEE-J1,OEE-J1-H1-G+G6,Availability,Performance,Planned_Downtime%,Unplanned_Downtime%,Performance_losses,Batch_size,Setuptime/min,Waitingtime/min,Quantity/h,Quantity,Avg_length/mm,ShiftTime/h,Netto_StandardTime/h,Downtime/h,Dw_J1,Planned_Downtime/h,Unplanned_Downtime/h,Urgent_Orders(A16)%,Disciplinary_responsible_vs_Shifthours,Not_disciplinary_responsible_vs_Shifthours,No_Orders,Scrap/m,Scrap%,Avg_No_Machines,Somme de Dw_B,shift,Day,Month,Year,Date
87,BU 2,Machine 2,2938745,0.0,0.19,0.09,48.21,48.21,48.47,57.19,84.29,23.49,19.31,8.99,698,6.8,4.94,1221,9765,3089.64,8.0,3.86,3.42,0.0,1.88,1.55,0.0,15.57,7.13,14,21.19,0.06,11.0,0.009722,1,9,7,2017,2017-07-09
88,BU 2,Machine 2,8362719,0.01,0.11,0.14,35.09,35.3,35.43,49.53,70.84,39.89,10.58,14.44,1052,14.75,3.53,1183,9465,2114.97,8.0,2.81,4.04,0.05,3.19,0.85,11.11,9.98,11.87,9,7.03,0.04,11.0,0.0,1,9,7,2017,2017-07-09
89,BU 2,Machine 2,5849321,0.02,0.17,0.25,30.67,31.21,33.39,55.24,55.52,27.75,17.01,24.57,620,7.54,3.12,930,7442,2222.03,8.0,2.45,3.58,0.14,2.22,1.36,8.33,12.09,5.69,12,0.0,0.00,11.0,0.31611,1,9,7,2017,2017-07-09
90,BU 2,Machine 2,2948567,0.03,0.24,0.14,37.0,38.04,40.77,50.92,72.66,24.99,24.09,13.92,811,6.28,2.0,1318,10540,1040.37,8.0,2.96,3.93,0.22,2.0,1.93,15.38,7.23,22.07,13,1.775,0.01,11.0,0.014722,1,9,7,2017,2017-07-09
91,BU 2,Machine 2,3928471,0.0,0.1,0.16,41.32,41.32,44.04,57.19,72.26,32.5,10.31,15.86,974,9.51,0.3,1217,9738,2058.26,8.0,3.31,3.42,0.0,2.6,0.83,10.0,4.63,12.36,10,104.325,0.48,11.0,0.178054,1,9,7,2017,2017-07-09
92,BU 2,Machine 2,1749536,0.0,0.23,0.28,24.23,24.23,24.23,51.84,46.74,25.14,23.03,27.61,676,5.72,3.15,1098,8783,676.69,8.0,1.94,3.85,0.0,2.01,1.84,7.69,19.49,13.15,13,49.06,0.50,11.0,0.0,1,9,7,2017,2017-07-09
93,BU 2,Machine 2,3826197,0.0,0.12,0.26,28.59,28.59,28.96,54.24,52.7,33.41,12.35,25.65,720,12.87,2.63,1079,8635,1246.33,8.0,2.29,3.66,0.0,2.67,0.99,8.33,12.31,0.0,12,17.14,0.10,11.0,0.425834,1,9,7,2017,2017-07-09
94,BU 3,Machine 4,4027589,0.0,0.23,0.16,15.03,15.03,15.58,31.0,48.5,45.86,23.14,15.97,465,31.45,8.02,407,3253,501.98,8.0,1.2,5.52,0.0,3.67,1.85,57.14,11.7,7.91,7,75.05,2.89,1.0,0.0,1,9,7,2017,2017-07-09
95,BU 3,Machine 5,2938745,0.0,0.13,0.26,38.44,38.44,42.9,64.4,59.68,22.4,13.2,25.96,980,5.27,3.63,980,7836,744.27,8.0,3.07,2.85,0.0,1.79,1.06,62.5,10.55,5.86,8,31.881,0.29,2.0,0.294722,1,9,7,2017,2017-07-09
96,BU 3,Machine 5,8374621,0.01,0.19,0.28,26.42,26.74,28.03,54.86,48.16,25.96,19.18,28.44,1059,17.13,9.93,530,4237,876.37,8.0,2.11,3.61,0.1,2.08,1.53,0.0,10.21,10.01,4,96.49,2.95,2.0,0.077222,1,9,7,2017,2017-07-09
97,BU 1,Machine 1,8492371,0.01,0.07,0.14,21.15,21.29,22.68,35.47,59.64,57.36,7.17,14.31,206,9.08,0.5,592,4736,956.15,8.0,1.69,5.16,0.05,4.59,0.57,0.0,5.96,8.34,23,0.0,0.00,4.0,0.058889,2,9,7,2017,2017-07-09
98,BU 1,Machine 1,5816492,0.07,0.23,0.27,25.94,28.0,28.09,52.99,48.95,24.43,22.58,27.05,148,3.19,0.0,590,4721,1192.63,8.0,2.08,3.76,0.59,1.95,1.81,3.13,8.55,9.8,32,15.48,0.32,4.0,0.048889,2,9,7,2017,2017-07-09
99,BU 1,Machine 1,0923745,0.0,0.01,0.19,34.04,34.09,34.1,52.67,64.64,46.0,1.33,18.62,362,10.48,0.0,725,5796,1205.38,8.0,2.72,3.79,0.01,3.68,0.11,6.25,1.16,11.06,16,0.0,0.00,4.0,0.0,2,9,7,2017,2017-07-09
100,BU 1,Machine 1,7618349,0.06,0.14,0.22,37.05,39.22,39.44,58.97,62.84,27.07,13.97,21.91,237,3.72,0.27,830,6640,1157.20,8.0,2.96,3.28,0.44,2.17,1.12,0.0,6.84,6.47,28,24.925,0.18,4.0,0.420278,2,9,7,2017,2017-07-09
101,BU 1,Machine 2,2359173,0.1,0.15,0.22,26.84,29.76,30.8,48.88,54.92,36.05,15.07,22.03,419,9.3,0.32,786,6284,624.71,8.0,2.15,4.09,0.79,2.88,1.21,0.0,2.06,7.85,15,8.94,0.14,1.0,0.084166,2,9,7,2017,2017-07-09
102,BU 2,Machine 1,1903845,0.01,0.01,0.32,32.03,32.25,34.72,64.07,49.99,34.76,1.16,32.04,798,7.38,0.19,1097,8777,1537.50,8.0,2.56,2.87,0.05,2.78,0.09,9.09,0.44,10.81,11,74.46,0.52,1.0,0.0,2,9,7,2017,2017-07-09
103,BU 2,Machine 3,093K8347,0.08,0.13,0.23,41.96,45.47,49.28,65.17,64.38,22.19,12.64,23.22,342,5.92,1.58,385,3081,1052.87,8.0,3.36,2.79,0.62,1.77,1.01,22.22,3.0,5.86,9,17.94,1.17,5.0,0.003611,2,9,7,2017,2017-07-09
104,BU 2,Machine 3,573N6493,0.0,0.13,0.16,59.2,59.2,59.44,75.15,78.77,11.47,13.38,15.95,499,8.51,2.06,375,2996,2185.49,8.0,4.74,1.99,0.0,0.92,1.07,16.67,12.71,1.1,6,49.73,0.73,5.0,0.609723,2,9,7,2017,2017-07-09
105,BU 2,Machine 3,029P3751,0.0,0.09,0.21,43.23,43.23,44.25,64.52,67.0,26.18,9.3,21.29,351,19.38,4.79,263,2106,2592.22,8.0,3.46,2.84,0.0,2.09,0.74,16.67,8.18,0.76,6,57.575,1.00,5.0,0.226112,2,9,7,2017,2017-07-09
106,BU 2,Machine 3,182L4692,0.0,0.09,0.22,41.01,41.01,42.04,62.78,65.33,28.48,8.74,21.76,252,12.7,3.71,284,2271,1251.85,8.0,3.28,2.98,0.0,2.28,0.7,22.22,7.35,3.6,9,97.24,2.33,5.0,0.030834,2,9,7,2017,2017-07-09
107,BU 2,Machine 3,483D5938,0.08,0.21,0.2,28.68,31.32,32.04,48.79,58.78,30.11,21.1,20.11,262,20.26,3.63,230,1836,1810.11,8.0,2.29,4.1,0.67,2.41,1.69,0.0,10.85,0.31,7,71.735,2.12,5.0,0.0,2,9,7,2017,2017-07-09
108,BU 2,Machine 2,5392175,0.01,0.1,0.14,38.56,38.94,39.0,52.92,72.87,37.23,9.85,14.36,942,11.43,1.91,1295,10361,1189.21,8.0,3.09,3.77,0.08,2.98,0.79,27.27,6.92,12.84,11,36.47,0.24,11.0,0.0,2,9,7,2017,2017-07-09
109,BU 2,Machine 2,6798354,0.0,0.32,0.23,24.81,24.81,26.4,47.62,52.1,20.72,31.66,22.81,1114,10.48,13.24,836,6686,1299.30,8.0,1.99,4.19,0.0,1.66,2.53,16.67,24.9,8.36,6,87.745,1.29,11.0,0.432223,2,9,7,2017,2017-07-09
110,BU 2,Machine 2,7481923,0.02,0.18,0.22,38.24,39.22,39.23,60.17,63.56,22.16,17.67,21.93,632,4.35,1.63,1421,11369,1436.96,8.0,3.06,3.19,0.2,1.77,1.41,5.56,8.68,12.32,18,170.815,1.05,11.0,0.104445,2,9,7,2017,2017-07-09
111,BU 2,Machine 2,1047583,0.0,0.17,0.24,31.25,31.25,33.34,55.32,56.49,27.99,16.69,24.07,843,6.1,2.39,1265,10120,1039.21,8.0,2.5,3.57,0.0,2.24,1.34,8.33,13.57,9.59,12,94.895,0.92,11.0,0.361112,2,9,7,2017,2017-07-09
112,BU 2,Machine 2,2938745,0.0,0.24,0.11,40.52,40.52,40.64,51.5,78.69,24.7,23.81,10.98,795,7.67,2.23,1192,9539,2042.59,8.0,3.24,3.88,0.0,1.98,1.9,8.33,11.28,17.99,12,9.13,0.06,11.0,0.118056,2,9,7,2017,2017-07-09
113,BU 2,Machine 2,8362719,0.0,0.15,0.19,36.07,36.07,38.04,54.76,65.88,30.03,15.21,18.69,1324,3.16,5.8,1489,11913,931.27,8.0,2.89,3.62,0.0,2.4,1.22,0.0,14.34,21.83,9,4.54,0.03,11.0,0.248612,2,9,7,2017,2017-07-09
114,BU 2,Machine 2,5849321,0.03,0.17,0.33,28.99,29.76,30.01,62.06,46.72,21.38,16.57,33.06,712,7.48,3.66,1067,8539,1075.30,8.0,2.32,3.04,0.21,1.71,1.33,8.33,12.89,2.98,12,0.0,0.00,11.0,0.19139,2,9,7,2017,2017-07-09
115,BU 2,Machine 2,2948567,0.0,0.12,0.21,32.73,32.73,35.64,53.78,60.84,34.69,11.53,21.06,742,5.57,1.86,1113,8901,1487.73,8.0,2.62,3.7,0.0,2.78,0.92,8.33,10.72,14.83,12,26.25,0.12,11.0,0.0,2,9,7,2017,2017-07-09
116,BU 2,Machine 2,3928471,0.0,0.27,0.14,39.43,39.46,40.42,53.12,74.22,20.03,26.84,13.69,590,3.65,5.77,1327,10612,1665.70,8.0,3.15,3.75,0.01,1.6,2.15,5.56,26.5,4.23,18,183.1,0.77,11.0,0.029722,2,9,7,2017,2017-07-09
117,BU 2,Machine 2,1749536,0.01,0.23,0.26,29.07,29.24,30.23,55.03,52.83,21.63,23.34,25.96,866,8.47,3.21,974,7795,2270.90,8.0,2.33,3.6,0.05,1.73,1.87,11.11,13.83,13.9,9,104.12,0.67,11.0,0.069166,2,9,7,2017,2017-07-09
118,BU 2,Machine 2,3826197,0.0,0.21,0.23,35.31,35.32,36.48,58.73,60.13,20.18,21.09,23.42,654,3.3,1.92,1390,11116,1272.59,8.0,2.82,3.3,0.0,1.61,1.69,17.65,11.48,17.37,17,15.21,0.03,11.0,0.138889,2,9,7,2017,2017-07-09
119,BU 3,Machine 4,4027589,0.0,0.23,0.16,42.24,42.24,45.71,58.0,72.83,18.52,23.49,15.76,1125,7.39,7.71,1125,9001,532.93,8.0,3.38,3.36,0.0,1.48,1.88,12.5,14.7,7.39,8,1.32,0.03,1.0,0.016944,2,9,7,2017,2017-07-09
120,BU 3,Machine 5,2938745,0.0,0.14,0.28,41.27,41.27,42.64,69.19,59.65,16.57,14.24,27.92,2372,17.66,0.11,890,7116,966.98,8.0,3.3,2.46,0.0,1.33,1.14,0.0,7.57,8.99,3,71.927,2.85,2.0,0.539167,2,9,7,2017,2017-07-09
121,BU 3,Machine 5,8374621,0.0,0.53,0.14,10.36,10.39,10.84,24.41,42.46,22.17,53.42,14.05,951,13.62,103.12,238,1902,859.01,8.0,0.83,6.05,0.02,1.77,4.27,50.0,46.32,19.25,2,1.83,0.11,2.0,0.0,2,9,7,2017,2017-07-09
122,BU 1,Machine 1,8492371,0.0,0.17,0.18,26.72,26.72,28.51,45.06,59.31,38.42,16.52,18.33,118,3.36,0.4,681,5447,1234.56,8.0,2.14,4.4,0.0,3.07,1.32,0.0,11.09,5.4,46,0.0,0.00,4.0,0.5775,3,9,7,2017,2017-07-09
123,BU 1,Machine 1,5816492,0.03,0.08,0.28,23.99,24.79,26.01,52.48,45.71,39.56,7.95,28.49,123,5.26,0.34,492,3939,2110.00,8.0,1.92,3.8,0.26,3.17,0.64,0.0,2.88,1.84,32,7.67,0.08,4.0,0.108888,3,9,7,2017,2017-07-09
124,BU 1,Machine 1,0923745,0.0,0.09,0.2,31.31,31.31,31.43,51.61,60.66,39.55,8.84,20.3,183,6.54,0.8,642,5137,1281.17,8.0,2.5,3.87,0.0,3.16,0.71,3.57,7.14,2.69,28,0.0,0.00,4.0,0.198888,3,9,7,2017,2017-07-09
125,BU 1,Machine 1,7618349,0.0,0.01,0.14,29.24,29.24,29.64,42.76,68.37,55.89,1.35,13.53,114,4.07,0.0,640,5118,1356.10,8.0,2.34,4.58,0.0,4.47,0.11,2.22,0.0,17.76,45,6.335,0.06,4.0,0.0,3,9,7,2017,2017-07-09
126,BU 1,Machine 2,2359173,0.0,0.06,0.18,50.92,50.92,53.97,68.66,74.17,25.39,5.94,17.74,313,2.65,0.26,1408,11264,1002.90,8.0,4.07,2.51,0.0,2.03,0.48,0.0,5.81,0.0,36,1.325,0.02,1.0,0.306945,3,9,7,2017,2017-07-09
127,BU 2,Machine 1,1903845,0.02,0.21,0.3,18.48,18.84,18.91,48.33,38.23,30.8,20.87,29.86,608,18.48,2.29,608,4867,1894.34,8.0,1.48,4.13,0.15,2.46,1.67,25.0,18.57,0.0,8,59.41,0.53,1.0,1.131387,3,9,7,2017,2017-07-09
128,BU 2,Machine 3,093K8347,0.0,0.1,0.21,48.21,48.21,48.3,69.47,69.39,20.33,10.2,21.27,268,8.16,2.0,368,2946,1454.65,8.0,3.86,2.44,0.0,1.63,0.82,45.45,6.81,4.83,11,110.255,2.17,5.0,0.115556,3,9,7,2017,2017-07-09
129,BU 2,Machine 3,573N6493,0.1,0.25,0.15,24.77,27.5,30.55,39.47,62.75,35.25,25.28,14.7,374,29.53,9.4,187,1496,1664.91,8.0,1.98,4.84,0.79,2.82,2.02,50.0,13.98,3.28,4,36.57,1.34,5.0,0.141111,3,9,7,2017,2017-07-09
130,BU 2,Machine 3,029P3751,0.0,0.12,0.14,49.14,49.14,49.36,63.38,77.54,25.01,11.61,14.24,262,9.59,2.55,393,3141,1151.16,8.0,3.93,2.93,0.0,2.0,0.93,16.67,6.37,5.85,12,2.87,0.06,5.0,0.0,3,9,7,2017,2017-07-09
131,BU 2,Machine 3,182L4692,0.0,0.08,0.24,47.64,47.78,49.11,71.33,66.79,20.45,8.23,23.69,365,11.45,1.96,319,2553,2158.01,8.0,3.81,2.29,0.02,1.64,0.66,14.29,7.33,1.66,7,158.415,2.82,5.0,0.193055,3,9,7,2017,2017-07-09
132,BU 2,Machine 3,483D5938,0.0,0.08,0.28,17.73,17.73,18.28,46.1,38.46,45.95,7.95,28.37,212,16.17,0.27,133,1060,2144.66,8.0,1.42,4.31,0.0,3.68,0.64,40.0,7.95,26.08,5,104.59,5.28,5.0,0.0,3,9,7,2017,2017-07-09
133,BU 2,Machine 2,5392175,0.09,0.24,0.11,47.12,51.55,53.21,58.28,80.85,17.99,23.74,11.16,862,2.95,0.19,1616,12924,1972.94,8.0,3.77,3.34,0.69,1.44,1.9,0.0,4.52,16.55,15,47.055,0.19,11.0,0.0,3,9,7,2017,2017-07-09
134,BU 2,Machine 2,6798354,0.0,0.08,0.21,41.96,41.96,46.33,62.75,66.87,29.09,8.16,20.79,1007,9.67,0.28,1259,10070,1279.05,8.0,3.36,2.98,0.0,2.33,0.65,0.0,4.48,3.98,10,3.325,0.03,11.0,0.028333,3,9,7,2017,2017-07-09
135,BU 2,Machine 2,7481923,0.0,0.26,0.21,28.09,28.09,28.59,49.15,57.15,24.48,26.37,21.06,519,7.82,0.13,909,7269,2403.55,8.0,2.25,4.07,0.0,1.96,2.11,7.14,14.33,11.98,14,234.25,1.46,11.0,1.116945,3,9,7,2017,2017-07-09
136,BU 2,Machine 2,1047583,0.09,0.37,0.18,24.57,27.06,27.79,42.51,57.81,20.76,36.74,17.93,955,11.13,11.9,836,6687,2138.85,8.0,1.97,4.6,0.74,1.66,2.94,0.0,23.01,7.19,7,107.04,0.64,11.0,0.095001,3,9,7,2017,2017-07-09
137,BU 2,Machine 2,2938745,0.08,0.39,0.21,11.17,12.16,12.96,32.15,34.75,28.98,38.87,20.98,384,13.84,10.89,384,3073,1505.64,8.0,0.89,5.43,0.65,2.32,3.11,37.5,26.52,9.07,8,7.01,0.10,11.0,0.321943,3,9,7,2017,2017-07-09
138,BU 2,Machine 2,8362719,0.0,0.15,0.21,32.58,32.64,35.54,54.08,60.26,31.27,14.66,21.49,886,9.25,1.84,1330,10637,717.90,8.0,2.61,3.67,0.01,2.5,1.17,0.0,11.67,4.25,12,0.87,0.01,11.0,0.485,3,9,7,2017,2017-07-09
139,BU 2,Machine 2,5849321,0.0,0.31,0.29,21.94,21.94,22.45,50.47,43.47,18.71,30.82,28.53,502,4.92,9.18,753,6022,810.34,8.0,1.76,3.96,0.0,1.5,2.47,0.0,30.15,5.72,12,0.0,0.00,11.0,0.629442,3,9,7,2017,2017-07-09
140,BU 2,Machine 2,2948567,0.0,0.29,0.17,31.08,31.12,32.59,48.15,64.55,23.29,28.56,17.07,807,8.56,7.71,1008,8066,1899.94,8.0,2.49,4.15,0.01,1.86,2.28,10.0,20.51,10.28,10,11.82,0.06,11.0,0.166389,3,9,7,2017,2017-07-09
141,BU 2,Machine 2,3928471,0.06,0.46,0.17,21.7,23.17,24.13,38.43,56.45,15.56,46.01,16.74,747,5.18,0.0,841,6727,1399.70,8.0,1.74,4.93,0.51,1.24,3.68,0.0,3.34,41.75,9,110.695,0.76,11.0,0.020278,3,9,7,2017,2017-07-09
142,BU 2,Machine 2,1749536,0.02,0.27,0.21,28.98,29.7,30.05,50.24,57.68,23.12,26.65,21.26,690,8.5,0.2,948,7587,2302.80,8.0,2.32,3.98,0.2,1.85,2.13,0.0,6.62,20.57,11,26.845,0.20,11.0,0.229443,3,9,7,2017,2017-07-09
143,BU 2,Machine 2,3826197,0.0,0.09,0.16,49.01,49.07,50.53,64.72,75.72,26.52,8.76,15.72,838,4.54,0.54,1886,15086,1323.80,8.0,3.92,2.82,0.01,2.12,0.7,5.56,6.67,9.01,18,61.3,0.33,11.0,0.121389,3,9,7,2017,2017-07-09
144,BU 1,Machine 1,8492371,0.1,0.23,0.16,43.83,48.46,49.05,59.75,73.36,16.76,23.49,15.92,589,3.31,1.88,1251,10007,707.71,8.0,3.51,3.22,0.76,1.34,1.88,0.0,7.32,10.55,17,0.0,0.00,4.0,0.024166,1,10,7,2017,2017-07-10
145,BU 1,Machine 1,5816492,0.1,0.23,0.13,52.0,57.68,58.36,64.65,80.43,11.94,23.41,12.65,424,1.97,0.9,1272,10177,1129.41,8.0,4.16,2.83,0.79,0.95,1.87,0.0,12.7,1.9,24,8.05,0.05,4.0,0.195835,1,10,7,2017,2017-07-10
146,BU 1,Machine 1,0923745,0.0,0.11,0.25,39.13,39.13,39.47,64.03,61.1,25.32,10.65,24.91,400,5.8,0.92,750,6000,1318.84,8.0,3.13,2.88,0.0,2.03,0.85,0.0,8.77,8.2,15,0.0,0.00,4.0,0.0375,1,10,7,2017,2017-07-10
147,BU 1,Machine 1,7618349,0.0,0.05,0.06,68.04,68.04,68.86,74.05,91.88,21.26,4.68,6.01,466,3.47,0.32,1282,10258,1465.26,8.0,5.44,2.08,0.0,1.7,0.37,0.0,2.82,6.04,22,3.11,0.03,4.0,0.069722,1,10,7,2017,2017-07-10
148,BU 1,Machine 2,2359173,0.0,0.23,0.23,27.34,27.43,27.9,50.48,54.16,26.27,23.25,23.14,277,4.98,2.04,797,6379,570.46,8.0,2.19,3.96,0.03,2.1,1.86,0.0,16.06,7.57,23,1.855,0.03,1.0,0.293612,1,10,7,2017,2017-07-10
149,BU 2,Machine 1,1903845,0.0,0.24,0.31,21.0,21.0,21.4,51.85,40.5,23.74,24.41,30.85,526,10.26,8.16,658,5263,2513.84,8.0,1.68,3.85,0.0,1.9,1.95,0.0,19.78,5.15,10,342.12,2.30,1.0,0.203056,1,10,7,2017,2017-07-10
150,BU 2,Machine 3,093K8347,0.0,0.13,0.22,49.12,49.12,49.18,70.76,69.41,16.17,13.07,21.65,391,8.64,2.18,391,3129,1406.92,8.0,3.93,2.34,0.0,1.29,1.05,12.5,10.19,4.52,8,4.29,0.06,5.0,0.505001,1,10,7,2017,2017-07-10
151,BU 2,Machine 3,573N6493,0.0,0.13,0.13,33.34,33.34,33.78,45.86,72.69,41.38,12.76,12.52,295,18.99,4.28,258,2063,1315.61,8.0,2.67,4.33,0.0,3.31,1.02,14.29,11.45,13.68,7,2.24,0.10,5.0,0.056666,1,10,7,2017,2017-07-10
152,BU 2,Machine 3,029P3751,0.0,0.06,0.25,32.65,32.71,32.86,57.71,56.57,35.82,6.47,25.06,346,17.14,1.55,303,2421,965.82,8.0,2.61,3.38,0.02,2.87,0.52,14.29,5.84,10.82,7,0.0,0.00,5.0,0.230834,1,10,7,2017,2017-07-10
153,BU 2,Machine 3,182L4692,0.11,0.2,0.24,32.73,36.91,38.91,56.55,57.87,23.44,20.01,23.82,230,11.05,0.31,230,1842,2015.49,8.0,2.62,3.48,0.91,1.88,1.6,12.5,7.66,1.49,8,52.195,1.19,5.0,0.44389,1,10,7,2017,2017-07-10
154,BU 2,Machine 3,483D5938,0.09,0.22,0.32,33.63,37.09,37.3,66.03,50.93,12.17,21.8,32.4,295,7.15,1.96,258,2063,2030.69,8.0,2.69,2.72,0.75,0.97,1.74,14.29,2.86,10.85,7,45.01,1.11,5.0,0.0,1,10,7,2017,2017-07-10
155,BU 2,Machine 2,5392175,0.0,0.33,0.2,16.59,16.59,16.69,36.97,44.89,30.06,32.98,20.37,622,17.86,0.02,544,4353,2267.34,8.0,1.33,5.04,0.0,2.4,2.64,0.0,26.13,10.26,7,178.665,1.33,11.0,0.384445,1,10,7,2017,2017-07-10
156,BU 2,Machine 2,6798354,0.0,0.28,0.15,33.94,34.07,34.27,48.81,69.53,22.99,28.19,14.87,692,4.78,6.56,1037,8299,1642.21,8.0,2.72,4.09,0.03,1.84,2.26,0.0,24.99,13.59,12,0.78,0.01,11.0,0.103889,1,10,7,2017,2017-07-10
157,BU 2,Machine 2,7481923,0.0,0.17,0.18,33.93,33.93,33.97,52.36,64.8,30.53,17.11,18.43,640,9.52,0.64,1040,8321,1822.12,8.0,2.71,3.81,0.0,2.44,1.37,7.69,14.19,7.6,13,151.785,1.19,11.0,0.703334,1,10,7,2017,2017-07-10
158,BU 2,Machine 2,1047583,0.03,0.19,0.25,29.65,30.42,30.45,54.51,54.39,26.49,19.0,24.86,902,9.98,4.54,1241,9925,771.77,8.0,2.37,3.64,0.2,2.12,1.52,0.0,15.82,4.21,11,73.42,1.03,11.0,0.10611,1,10,7,2017,2017-07-10
159,BU 2,Machine 2,2938745,0.0,0.1,0.14,58.19,58.19,58.23,71.77,81.08,17.75,10.48,13.58,857,4.76,2.09,1713,13706,1495.50,8.0,4.66,2.26,0.0,1.42,0.84,0.0,8.01,4.27,16,64.89,0.23,11.0,0.031667,1,10,7,2017,2017-07-10
160,BU 2,Machine 2,8362719,0.0,0.15,0.19,26.69,26.69,26.9,45.46,58.72,39.92,14.61,18.77,748,18.42,2.14,748,5986,1987.88,8.0,2.14,4.36,0.0,3.19,1.17,12.5,13.64,9.44,8,16.615,0.10,11.0,0.496944,1,10,7,2017,2017-07-10
161,BU 2,Machine 2,5849321,0.08,0.26,0.32,24.0,26.1,26.35,56.36,42.58,17.27,26.36,32.37,589,8.25,0.43,589,4710,3297.80,8.0,1.92,3.49,0.64,1.38,2.11,12.5,3.35,17.82,8,0.0,0.00,11.0,0.060833,1,10,7,2017,2017-07-10
162,BU 2,Machine 2,2948567,0.0,0.24,0.02,46.31,46.45,48.97,47.98,96.52,27.65,24.38,1.67,1269,9.19,0.0,1428,11424,2174.75,8.0,3.7,4.16,0.03,2.21,1.95,11.11,9.14,25.31,9,14.955,0.05,11.0,0.165,1,10,7,2017,2017-07-10
163,BU 2,Machine 2,3928471,0.01,0.3,0.11,28.25,28.48,30.71,39.03,72.38,31.44,29.53,10.78,1021,14.78,7.3,893,7146,1150.37,8.0,2.26,4.88,0.07,2.52,2.36,14.29,22.18,9.76,7,84.205,0.74,11.0,0.47,1,10,7,2017,2017-07-10
164,BU 2,Machine 2,1749536,0.0,0.2,0.15,27.68,27.68,27.93,42.25,65.51,37.88,19.87,14.57,642,11.03,0.93,963,7703,1519.46,8.0,2.21,4.62,0.0,3.03,1.59,8.33,10.9,18.37,12,16.35,0.14,11.0,0.009722,1,10,7,2017,2017-07-10
165,BU 2,Machine 2,3826197,0.0,0.14,0.26,30.16,30.16,30.74,55.93,53.93,29.62,14.45,25.77,910,13.32,5.77,1137,9097,997.37,8.0,2.41,3.53,0.0,2.37,1.16,0.0,14.45,0.0,10,55.3,0.90,11.0,0.001389,1,10,7,2017,2017-07-10
166,BU 3,Machine 4,4027589,0.0,0.28,0.17,32.92,32.92,34.13,49.52,66.48,22.56,27.92,16.6,952,9.56,3.28,833,6662,708.59,8.0,2.63,4.04,0.0,1.81,2.23,28.57,14.42,17.21,7,13.52,0.21,1.0,0.528611,1,10,7,2017,2017-07-10
167,BU 3,Machine 5,2938745,0.0,0.37,0.19,23.86,23.86,24.28,42.92,55.59,20.41,36.67,19.06,603,13.89,2.43,452,3615,1100.10,8.0,1.91,4.57,0.0,1.63,2.93,0.0,10.08,27.91,6,198.799,5.70,2.0,0.081667,1,10,7,2017,2017-07-10
168,BU 3,Machine 5,8374621,0.0,0.25,0.3,33.27,33.27,34.26,62.8,52.98,12.56,24.64,29.53,874,5.76,3.43,655,5242,843.91,8.0,2.66,2.98,0.0,1.0,1.97,83.33,10.96,14.77,6,3.845,0.10,2.0,0.36139,1,10,7,2017,2017-07-10
169,BU 1,Machine 1,8492371,0.0,0.13,0.17,28.24,28.24,30.32,45.04,62.71,41.87,13.09,16.79,252,6.34,0.31,788,6306,816.44,8.0,2.26,4.4,0.0,3.35,1.05,0.0,2.98,18.92,25,0.0,0.00,4.0,0.024444,2,10,7,2017,2017-07-10
170,BU 1,Machine 1,5816492,0.01,0.16,0.29,21.74,21.95,22.11,50.43,43.1,33.19,16.38,28.7,344,11.67,0.09,474,3788,1355.88,8.0,1.74,3.97,0.08,2.66,1.31,9.09,8.19,13.66,11,17.59,0.34,4.0,0.031111,2,10,7,2017,2017-07-10
171,BU 1,Machine 1,0923745,0.0,0.07,0.22,30.75,30.75,31.04,52.97,58.05,40.43,6.6,22.22,234,4.84,0.43,702,5616,791.76,8.0,2.46,3.76,0.0,3.23,0.53,4.17,2.29,20.54,24,0.0,0.00,4.0,0.0,2,10,7,2017,2017-07-10
172,BU 1,Machine 1,7618349,0.11,0.15,0.06,46.13,51.72,55.91,52.48,87.89,32.47,15.05,6.35,407,7.09,0.16,916,7329,1108.65,8.0,3.69,3.8,0.86,2.6,1.2,0.0,0.6,2.84,18,1.78,0.03,4.0,0.0,2,10,7,2017,2017-07-10
173,BU 1,Machine 2,2359173,0.13,0.17,0.16,19.21,22.11,23.14,35.45,54.2,47.58,16.97,16.23,165,6.91,0.0,557,4458,975.24,8.0,1.54,5.16,1.05,3.81,1.36,0.0,0.0,9.52,27,7.655,0.16,1.0,0.0,2,10,7,2017,2017-07-10
174,BU 2,Machine 1,1903845,0.0,0.16,0.3,25.84,25.85,26.35,56.31,45.88,27.21,16.48,30.47,650,10.49,6.98,813,6501,2589.09,8.0,2.07,3.49,0.0,2.18,1.32,10.0,14.55,5.36,10,101.87,0.60,1.0,0.0,2,10,7,2017,2017-07-10
175,BU 2,Machine 3,093K8347,0.0,0.15,0.31,37.59,37.59,39.42,68.91,54.55,16.11,14.99,31.32,394,5.02,7.92,394,3153,533.54,8.0,3.01,2.49,0.0,1.29,1.2,37.5,13.3,4.78,8,7.63,0.54,5.0,0.0075,2,10,7,2017,2017-07-10
